Gene	Stage1	Stage2	Stage3	Stage4	Stage5	Stage6	Group
Gene1201	-0.8750349	-0.9965462	-0.1402002	-0.43131444	1.3814895	1.0616063	group4
Gene1202	-0.8855304	-0.9953893	-0.1449648	-0.4168004	1.3745481	1.0681368	group4
Gene1203	-0.8594972	-1.0119619	-0.10716638	-0.45320165	1.3939997	1.0378275	group4
Gene1204	-0.86218745	-1.0125508	-0.10681247	-0.44959894	1.3924663	1.0386834	group4
Gene1205	-0.8587662	-0.99781156	-0.13349605	-0.45351338	1.3918494	1.0517378	group4
Gene1206	-0.8541486	-1.0031079	-0.12230086	-0.46001902	1.3956618	1.0439146	group4
Gene1207	-0.8539585	-0.9992694	-0.12942527	-0.4600746	1.3950537	1.0476741	group4
Gene1208	-0.8507278	-1.0001742	-0.12680787	-0.46446025	1.3971714	1.0449988	group4
Gene1209	-0.90129215	-1.0127015	-0.11651073	-0.39601037	1.3677275	1.0587873	group4
Gene1210	-0.8885711	-1.0137887	-0.111437984	-0.413686	1.3761926	1.0512912	group4
Gene1211	-0.8820129	-1.0150832	-0.107351236	-0.42274892	1.3805977	1.0465986	group4
Gene1212	-0.87858677	-1.0291691	-0.07968217	-0.4277777	1.384977	1.0302387	group4
Gene1213	-0.87984324	-1.0236485	-0.0905591	-0.42597377	1.3833692	1.0366554	group4
Gene1214	-0.8730845	-1.0197726	-0.09613099	-0.43507826	1.3869674	1.037099	group4
Gene1215	-0.8930101	-1.0333015	-0.07547756	-0.40808493	1.3764657	1.0334085	group4
Gene1216	-0.89260954	-1.030713	-0.08033797	-0.40860698	1.3763512	1.0359162	group4
Gene1217	-0.89538026	-1.0260987	-0.08982352	-0.40470135	1.3738737	1.0421301	group4
Gene1218	-0.88570404	-1.0231276	-0.0930654	-0.41794607	1.3795947	1.0402484	group4
Gene1219	-0.889489	-1.0231837	-0.09391305	-0.41274956	1.377195	1.0421404	group4
Gene1220	-0.8975802	-1.0426683	-0.05855208	-0.40179968	1.3747712	1.025829	group4
Gene1221	-0.89904493	-1.0374458	-0.068996675	-0.3997895	1.3731582	1.0321187	group4
Gene1222	-0.96627617	-1.0552124	-0.048065566	-0.30425662	1.3291487	1.044662	group4
Gene1223	-0.9537256	-1.0590869	-0.038467955	-0.32241508	1.3386633	1.0350322	group4
Gene1224	-0.9773726	-1.0395442	-0.079743765	-0.28782803	1.3187225	1.0657661	group4
Gene1225	-0.96313053	-1.0434209	-0.07030752	-0.30883422	1.329895	1.0557982	group4
Gene1226	-0.9030378	-1.0508004	-0.044070248	-0.39415225	1.372192	1.0198686	group4
Gene1227	-0.9092524	-1.0563016	-0.03478707	-0.38540578	1.3687215	1.0170254	group4
Gene1228	-0.90397197	-1.0584383	-0.029315572	-0.39264086	1.3723427	1.012024	group4
Gene1229	-0.9078175	-1.0591657	-0.0288129	-0.38729846	1.3699226	1.0131719	group4
Gene1230	-0.9202418	-1.0504254	-0.048772074	-0.37020716	1.3608421	1.0288043	group4
Gene1231	-0.9300003	-1.052688	-0.046440642	-0.35642654	1.3545079	1.0310476	group4
Gene1232	-0.9236345	-1.05983	-0.03112058	-0.36522278	1.359552	1.0202558	group4
Gene1233	-0.9265284	-1.0608519	-0.029735066	-0.36112106	1.3577027	1.0205337	group4
Gene1234	-0.9270689	-1.0673996	-0.016921446	-0.36009496	1.3579001	1.0135847	group4
Gene1235	-0.9305623	-1.0704207	-0.011669354	-0.35502648	1.3557719	1.0119071	group4
Gene1236	-0.9444134	-1.0642726	-0.02660883	-0.3356393	1.3457495	1.0251846	group4
Gene1237	-0.9353687	-1.0636394	-0.026085975	-0.3485361	1.3519491	1.0216811	group4
Gene1238	-0.9401725	-1.0413934	-0.0702672	-0.341992	1.3460438	1.0477812	group4
Gene1239	-0.94496477	-1.0399007	-0.07400641	-0.3351018	1.342457	1.0515165	group4
Gene1240	-0.92546505	-1.0322413	-0.08487275	-0.36277562	1.3548559	1.050499	group4
Gene1241	-0.9245938	-1.0326482	-0.083919264	-0.3640172	1.3555133	1.049665	group4
Gene1242	-0.9167032	-1.0382731	-0.07148448	-0.37521228	1.3616672	1.040006	group4
Gene1243	-0.9188152	-1.0405661	-0.06753753	-0.37226167	1.3605672	1.0386133	group4
Gene1244	-0.94640076	-1.07459	-0.006549281	-0.33232525	1.3451855	1.0146798	group4
Gene1245	-0.9574979	-1.075471	-0.006809725	-0.31634226	1.3374158	1.018705	group4
Gene1246	-0.9561245	-1.0819279	0.006342869	-0.3179165	1.3387883	1.0108377	group4
Gene1247	-0.9549506	-1.087459	0.017699605	-0.3191813	1.3398734	1.0040177	group4
Gene1248	-0.93354905	-1.0879918	0.023003373	-0.3495656	1.3546623	0.9934408	group4
Gene1249	-0.94693583	-1.0858022	0.015848717	-0.33078748	1.3454211	1.0022558	group4
Gene1250	-0.94406855	-1.0799522	0.004623571	-0.33531392	1.3471332	1.0075779	group4
Gene1251	-0.93520397	-1.0791477	0.004794536	-0.34794196	1.3531722	1.0043269	group4
Gene1252	-0.95300263	-1.0959158	0.03525699	-0.3211879	1.341478	0.99337137	group4
Gene1253	-0.94168293	-1.0995573	0.04494753	-0.33689985	1.3493416	0.98385084	group4
Gene1254	-0.94694465	-1.0989958	0.042734403	-0.32949954	1.3457268	0.98697877	group4
Gene1255	-0.95790184	-1.112715	0.06907595	-0.31211004	1.3379537	0.9756972	group4
Gene1256	-0.96521384	-1.1212358	0.08566488	-0.30029795	1.3324537	0.96862906	group4
Gene1257	-0.96445376	-1.1201645	0.083536536	-0.3015664	1.3330461	0.9696019	group4
Gene1258	-0.9800118	-1.0861548	0.011020729	-0.28285316	1.3216386	1.0163605	group4
Gene1259	-1.000478	-1.0976927	0.03178221	-0.2514959	1.3065227	1.0113617	group4
Gene1260	-0.9904233	-1.0910882	0.019574093	-0.26708072	1.3140253	1.0149928	group4
Gene1261	-0.9923693	-1.0959749	0.029240359	-0.2637603	1.312708	1.0101562	group4
Gene1262	-0.9928277	-1.1016741	0.04082023	-0.2625078	1.3124713	1.003718	group4
Gene1263	-0.99059933	-1.1049	0.047730923	-0.26545614	1.314187	0.99903756	group4
Gene1264	-0.98886824	-1.1049166	0.047991473	-0.2680179	1.3154949	0.9983162	group4
Gene1265	-0.9735024	-1.096502	0.032949835	-0.29150066	1.3268098	1.0017455	group4
Gene1266	-0.97234714	-1.111895	0.064869925	-0.2913694	1.3276544	0.9830871	group4
Gene1267	-0.96987164	-1.1079191	0.057009645	-0.29549202	1.3295107	0.98676234	group4
Gene1268	-0.96930116	-1.1026475	0.046213917	-0.2969595	1.3299422	0.992752	group4
Gene1269	-0.9779299	-1.1076074	0.05509556	-0.28378797	1.323636	0.9905936	group4
Gene1270	-0.9757958	-1.1092159	0.058755178	-0.28670204	1.3251858	0.98777276	group4
Gene1271	-0.9761457	-1.1040045	0.047926318	-0.28683195	1.3249581	0.99409777	group4
Gene1272	-1.0890234	-1.0971246	0.027823059	-0.1126391	1.2309937	1.0399703	group4
Gene1273	-1.0588621	-1.0994881	0.03191774	-0.1612144	1.2584181	1.0292288	group4
Gene1274	-1.061215	-1.1147945	0.0633473	-0.15576789	1.256468	1.011962	group4
Gene1275	-1.0719541	-1.129383	0.094049394	-0.13634682	1.2463663	0.99726814	group4
Gene1276	-0.99723274	-1.0715315	-0.02025755	-0.25807685	1.3075213	1.0395774	group4
Gene1277	-1.0123304	-1.0789531	-0.0070709	-0.23496865	1.2962544	1.0370687	group4
Gene1278	-1.0113524	-1.0851511	0.00536788	-0.23610164	1.297454	1.0297832	group4
Gene1279	-1.0387003	-1.0959495	0.025257153	-0.19326381	1.2756147	1.0270418	group4
Gene1280	-1.0271475	-1.1138264	0.06256662	-0.20920584	1.2853873	1.0022259	group4
Gene1281	-1.0073594	-1.1382576	0.1159993	-0.23521236	1.2998784	0.96495175	group4
Gene1282	-1.0232052	-1.1403867	0.11912269	-0.2107806	1.2871158	0.968134	group4
Gene1283	-1.0179533	-1.1393368	0.11729263	-0.2189942	1.2914293	0.96756244	group4
Gene1284	-1.0153067	-1.1369843	0.112463325	-0.22347915	1.2937475	0.9695593	group4
Gene1285	-1.0216755	-1.1331515	0.10369373	-0.21452954	1.2889687	0.9766941	group4
Gene1286	-1.0137732	-1.1319152	0.10174482	-0.226762	1.295364	0.97534144	group4
Gene1287	-1.0113097	-1.1324965	0.103225194	-0.23037735	1.2972649	0.97369343	group4
Gene1288	-1.0150626	-1.133996	0.10607293	-0.22442417	1.2941877	0.97322226	group4
Gene1289	-1.0113114	-1.1237173	0.084584765	-0.23188774	1.2977915	0.98454016	group4
Gene1290	-1.0175234	-1.1246729	0.08602814	-0.22232243	1.2928181	0.98567253	group4
Gene1291	-0.99762315	-1.1303433	0.10015009	-0.25127712	1.3080227	0.9710707	group4
Gene1292	-1.0022448	-1.1321527	0.10346249	-0.24405433	1.3043485	0.97064096	group4
Gene1293	-0.98945785	-1.1305987	0.10175706	-0.26332808	1.3141795	0.967448	group4
Gene1294	-0.98920935	-1.1346655	0.110499784	-0.26292825	1.3140485	0.9622547	group4
Gene1295	-0.99377406	-1.1352363	0.11111208	-0.25607234	1.3105682	0.96340233	group4
Gene1296	-0.97652406	-1.1314638	0.10552247	-0.2821225	1.3236663	0.9609215	group4
Gene1297	-0.98117197	-1.1295916	0.10080087	-0.2756849	1.3204035	0.9652441	group4
Gene1298	-0.9814551	-1.1322099	0.10635537	-0.27478582	1.3200004	0.96209496	group4
Gene1299	-0.9868793	-1.123403	0.08682892	-0.26837516	1.3165476	0.97528094	group4
Gene1300	-0.9817463	-1.1266546	0.09446157	-0.27536562	1.320174	0.96913105	group4
Gene1301	-0.9765121	-1.1237677	0.08914134	-0.2835039	1.3241795	0.9704628	group4
Gene1302	-0.9900143	-1.1146091	0.06793335	-0.26508287	1.3145251	0.98724777	group4
Gene1303	-0.9908743	-1.1114324	0.061206054	-0.2642416	1.313939	0.99140334	group4
Gene1304	-0.9977911	-1.1192526	0.076666586	-0.25286248	1.3084774	0.9847622	group4
Gene1305	-1.0019586	-1.1203637	0.07851237	-0.24647132	1.305231	0.98505026	group4
Gene1306	-1.0039119	-1.1228538	0.08353452	-0.24315804	1.3036149	0.98277426	group4
Gene1307	-1.0668104	-1.1564095	0.15259644	-0.13887228	1.2481462	0.96134955	group4
Gene1308	-1.0544834	-1.1594944	0.15950681	-0.15770589	1.258503	0.953674	group4
Gene1309	-1.051768	-1.1479008	0.13398336	-0.16484451	1.262491	0.9680389	group4
Gene1310	-1.0535702	-1.1517127	0.14230068	-0.16111107	1.2604488	0.9636443	group4
Gene1311	-1.0626712	-1.1491785	0.13664699	-0.14725688	1.252825	0.96963453	group4
Gene1312	-1.0638696	-1.144814	0.12712216	-0.14632392	1.2522813	0.975604	group4
Gene1313	-1.0508912	-1.1404794	0.11788233	-0.16782816	1.2640495	0.9772669	group4
Gene1314	-1.0477444	-1.1423401	0.121995	-0.17238863	1.2665598	0.9739182	group4
Gene1315	-1.042387	-1.1407014	0.11864607	-0.18111041	1.2712657	0.974287	group4
Gene1316	-1.038638	-1.1488932	0.13663271	-0.18515944	1.2735045	0.96255344	group4
Gene1317	-1.035787	-1.1428101	0.1235292	-0.19092669	1.2765745	0.9694202	group4
Gene1318	-1.0280693	-1.1448681	0.12847967	-0.20238143	1.2827024	0.9641368	group4
Gene1319	-1.0285465	-1.1492629	0.1380414	-0.20065774	1.28179	0.9586356	group4
Gene1320	-1.0263541	-1.1478207	0.13504127	-0.20435214	1.2837536	0.959732	group4
Gene1321	-1.0387423	-1.1288311	0.09339411	-0.18901916	1.2752488	0.9879497	group4
Gene1322	-1.017999	-1.1668773	0.17803513	-0.21216492	1.2875069	0.9314992	group4
Gene1323	-1.0110221	-1.1642418	0.17278033	-0.22345833	1.2934979	0.93244404	group4
Gene1324	-1.0124971	-1.1601353	0.16343744	-0.22236352	1.2930533	0.9385051	group4
Gene1325	-1.001967	-1.1475784	0.13685098	-0.24127617	1.3030423	0.95092815	group4
Gene1326	-1.0073807	-1.1553854	0.15341775	-0.23129413	1.297797	0.9428455	group4
Gene1327	-1.00441	-1.1520138	0.14630386	-0.23657908	1.3005813	0.94611764	group4
Gene1328	-1.0061452	-1.1515397	0.14506434	-0.23409656	1.299305	0.94741225	group4
Gene1329	-1.0190169	-1.1554476	0.15240769	-0.21371467	1.2886292	0.9471422	group4
Gene1330	-1.011262	-1.1466478	0.13379674	-0.22754966	1.2959411	0.95572174	group4
Gene1331	-1.0167286	-1.1483827	0.13706279	-0.21889147	1.2914146	0.9555253	group4
Gene1332	-1.0316129	-1.174883	0.1951637	-0.18893039	1.2748644	0.92539823	group4
Gene1333	-1.0392519	-1.1745514	0.19397824	-0.1772157	1.2686046	0.92843616	group4
Gene1334	-1.0389729	-1.1733704	0.19129519	-0.17802037	1.2690946	0.92997384	group4
Gene1335	-1.0437423	-1.1598945	0.16070351	-0.17448111	1.267632	0.94978243	group4
Gene1336	-1.0408505	-1.1566892	0.15370108	-0.17982559	1.2705739	0.9530904	group4
Gene1337	-1.0285599	-1.1604933	0.16286851	-0.19782995	1.2801385	0.94387615	group4
Gene1338	-1.0343893	-1.1583096	0.1576327	-0.18942899	1.2757056	0.94878954	group4
Gene1339	-0.7449609	-0.88593113	-0.29725155	-0.5890962	1.4267246	1.0905153	group4
Gene1340	-0.74613845	-0.8891867	-0.29205137	-0.58817285	1.4271688	1.0883806	group4
Gene1341	-0.7620114	-0.8969883	-0.28410974	-0.56912696	1.421135	1.0911014	group4
Gene1342	-0.77273464	-0.8888259	-0.30178386	-0.55371433	1.4124845	1.1045742	group4
Gene1343	-0.7628345	-0.88600034	-0.30333632	-0.56606776	1.4170396	1.1011993	group4
Gene1344	-0.76701075	-0.8902134	-0.29750293	-0.561432	1.41615	1.1000091	group4
Gene1345	-0.78218514	-0.88521403	-0.3110048	-0.5406216	1.405872	1.1131536	group4
Gene1346	-0.79437906	-0.90966654	-0.27275735	-0.5290573	1.4070448	1.0988156	group4
Gene1347	-0.76843965	-0.85383505	-0.35954133	-0.55194044	1.4021504	1.1316061	group4
Gene1348	-0.77006346	-0.8636574	-0.3436309	-0.55203927	1.4049791	1.1244121	group4
Gene1349	-0.72870296	-0.86307096	-0.33051655	-0.6054558	1.427476	1.1002703	group4
Gene1350	-0.7157602	-0.857982	-0.33438882	-0.62085384	1.4324162	1.0965687	group4
Gene1351	-0.7159393	-0.8599604	-0.33109602	-0.6210317	1.43303	1.0949974	group4
Gene1352	-0.7302969	-0.83741754	-0.37415862	-0.597732	1.4169811	1.122624	group4
Gene1353	-0.71182257	-0.8257762	-0.38688108	-0.618604	1.422235	1.1208489	group4
Gene1354	-0.70841664	-0.83168656	-0.37583682	-0.62435853	1.4263674	1.1139311	group4
Gene1355	-0.5694382	-0.6973364	-0.53591	-0.75844634	1.434393	1.126738	group4
Gene1356	-0.586436	-0.71148723	-0.521122	-0.74239266	1.4334965	1.1279414	group4
Gene1357	-0.6169884	-0.7137006	-0.53031117	-0.70553726	1.4199927	1.1465447	group4
Gene1358	-0.59089935	-0.7313784	-0.49163425	-0.7431387	1.4408681	1.1161824	group4
Gene1359	-0.60271454	-0.7315349	-0.49644032	-0.72880036	1.4354599	1.1240304	group4
Gene1360	-0.615737	-0.7401597	-0.4882048	-0.71545357	1.4333234	1.1262318	group4
Gene1361	-0.67992544	-0.81853604	-0.38686326	-0.6571413	1.4357553	1.1067109	group4
Gene1362	-0.67356676	-0.8190946	-0.38343006	-0.6652066	1.439136	1.102162	group4
Gene1363	-0.68055993	-0.80971944	-0.40168113	-0.65418786	1.431894	1.1142544	group4
Gene1364	-0.68447286	-0.8002658	-0.41867116	-0.6468355	1.4259777	1.1242676	group4
Gene1365	-0.6457765	-0.7880611	-0.42338556	-0.6919357	1.4401039	1.1090549	group4
Gene1366	-0.6513288	-0.78098834	-0.437154	-0.683181	1.4343956	1.1182566	group4
Gene1367	-0.64428455	-0.7764517	-0.44167447	-0.69067895	1.4358763	1.1172135	group4
Gene1368	-0.6616203	-0.76116264	-0.4730449	-0.6646624	1.4204004	1.14009	group4
Gene1369	-0.63525766	-0.75486976	-0.4727501	-0.6957366	1.4306744	1.1279397	group4
Gene1370	-0.50430065	-0.6323198	-0.606617	-0.8139607	1.4297698	1.1274284	group4
Gene1371	-0.51834214	-0.64524657	-0.59341127	-0.8019372	1.4305617	1.1283755	group4
Gene1372	-0.35084748	-0.47937056	-0.75648415	-0.9303048	1.4029202	1.1140869	group4
Gene1373	-0.35964563	-0.49269074	-0.7419229	-0.9261254	1.4078125	1.1125722	group4
Gene1374	-0.36366636	-0.50466233	-0.7267113	-0.9266918	1.4135591	1.1081727	group4
Gene1375	-0.41620806	-0.54815775	-0.68994963	-0.8845824	1.4190753	1.1198226	group4
Gene1376	-0.44933754	-0.5671975	-0.6780978	-0.85373306	1.4166989	1.1316669	group4
Gene1377	-0.17790857	-0.3311913	-0.868385	-1.0522606	1.3656781	1.0640675	group4
Gene1378	-0.14581369	-0.31375965	-0.8731948	-1.0779644	1.363482	1.0472506	group4
Gene1379	-0.26774356	-0.38003457	-0.8518407	-0.97767025	1.3689038	1.1083853	group4
Gene1380	-0.25668952	-0.40775815	-0.80725664	-1.0032059	1.3910264	1.0838839	group4
Gene1381	-0.03995124	-0.22596242	-0.9261195	-1.1437844	1.3312838	1.0045338	group4
Gene1382	-0.09962328	-0.26766285	-0.90768063	-1.1034647	1.3448516	1.0335798	group4
Gene1383	-0.11207805	-0.2650862	-0.918758	-1.088991	1.3395017	1.0454116	group4
Gene1384	-0.10005177	-0.23823772	-0.9472255	-1.0875187	1.3237295	1.0493042	group4
Gene1385	-0.07071895	-0.22559293	-0.94603705	-1.1116802	1.3228935	1.0311357	group4
Gene1386	0.023356276	-0.16171032	-0.9699263	-1.1738331	1.3001822	0.98193127	group4
Gene1387	0.022975814	-0.16284366	-0.9686919	-1.1740694	1.3009284	0.98170084	group4
Gene1388	0.010546968	-0.16151097	-0.9786042	-1.1607317	1.2969757	0.9933241	group4
Gene1389	0.008881436	-0.17122643	-0.9669783	-1.1643797	1.3037572	0.98994577	group4
Gene1390	-6.43E-04	-0.16120237	-0.9862517	-1.149116	1.2939681	1.0032446	group4
Gene1391	0.02784953	-0.13988252	-0.995392	-1.1662567	1.284968	0.98871356	group4
Gene1392	0.04470645	-0.1418131	-0.98172176	-1.1843561	1.2903557	0.97282875	group4
Gene1393	0.06531493	-0.12851742	-0.9851414	-1.1975584	1.2850144	0.9608879	group4
Gene1394	0.10398926	-0.09130187	-1.006785	-1.2148592	1.2651116	0.94384533	group4
Gene1395	0.09817894	-0.09697195	-1.0034978	-1.2123635	1.2682266	0.94642776	group4
Gene1396	0.09357603	-0.09692406	-1.0067264	-1.2077938	1.2672306	0.95063764	group4
Gene1397	0.062371332	-0.10203665	-1.0212417	-1.1795776	1.2642479	0.9762367	group4
Gene1398	0.084108636	-0.08499222	-1.0284176	-1.1915017	1.2560034	0.9647996	group4
Gene1399	0.2486196	0.044692874	-1.0745941	-1.2733548	1.1842269	0.87040955	group4
Gene1400	0.28564608	0.070519075	-1.0786368	-1.2918968	1.1686437	0.84572476	group4
Gene1401	0.279315	0.07664394	-1.0909169	-1.2822	1.1627046	0.85445327	group4
Gene1402	0.1324387	-0.005545166	-1.0949804	-1.1918229	1.203244	0.9566657	group4
Gene1403	0.1315932	-0.028612034	-1.0671054	-1.2052075	1.2218256	0.9475061	group4
Gene1404	0.2073739	0.007577896	-1.0587919	-1.2569551	1.2073879	0.8934072	group4
Gene1405	0.20322545	0.012709485	-1.0681771	-1.2498755	1.2025468	0.89957094	group4
Gene1406	0.16639502	-0.037144147	-1.0320646	-1.2443047	1.2354585	0.91165996	group4
Gene1407	0.15735956	-0.028746584	-1.0490712	-1.2305931	1.2271684	0.9238829	group4
Gene1408	0.17435999	-0.017491834	-1.0511652	-1.240349	1.2214681	0.9131781	group4
Gene1409	0.42042524	0.23606281	-1.1708171	-1.3057343	1.0431614	0.77690196	group4
Gene1410	0.39051232	0.19632272	-1.1484478	-1.3060983	1.0752064	0.7925046	group4
Gene1411	0.42111933	0.20815217	-1.1379579	-1.325442	1.0680158	0.7661126	group4
Gene1412	0.33857918	0.14998229	-1.134197	-1.2897855	1.1091189	0.8263021	group4
Gene1413	0.3992741	0.17433469	-1.1155838	-1.328556	1.0951982	0.7753326	group4
Gene1414	0.3797622	0.15939032	-1.1133271	-1.3209555	1.1059879	0.78914213	group4
Gene1415	0.6037903	0.38461992	-1.1843109	-1.3564414	0.9177625	0.63457954	group4
Gene1416	0.49638775	0.2699658	-1.1478454	-1.3486869	1.0191237	0.711055	group4
Gene1417	0.5337209	0.3056177	-1.1569704	-1.3554206	0.9889109	0.68414146	group4
Gene1418	0.52004117	0.31109825	-1.1747533	-1.33997	0.9831829	0.70040095	group4
Gene1419	0.8946052	0.6691224	-1.1969934	-1.3455148	0.6113496	0.36743093	group4
Gene1420	0.8517741	0.6323389	-1.206149	-1.348145	0.6569397	0.41324133	group4
Gene1421	0.8315232	0.5971566	-1.1922883	-1.3636875	0.69665194	0.43064415	group4
Gene1422	0.9847697	0.7274115	-1.1526388	-1.3504813	0.52950865	0.26143023	group4
Gene1423	1.0351036	0.7747913	-1.1363978	-1.3354276	0.4621445	0.19978614	group4
Gene1424	1.0974709	0.8389183	-1.11383	-1.3053386	0.36530432	0.11747514	group4
